Punto de partida,punto de llegada,Linea,Minuto de viaje programada,Recorrido minimo observado,Marca de tiempo,Hora del día ,Dia de la semana,Es fin de semana,Transferir,Clima de lluvia,Ocupación Estimada,Evento especial
Calle 45,Calle 26,linea_roja,5,4.9,30/01/2025 22:43,22,3,0,0,0,84,0
Calle 45,Calle 26,linea_roja,5,4.37,27/01/2025 00:30,0,0,0,0,0,46,0
Calle 45,Calle 26,linea_roja,5,5.05,26/01/2025 01:58,1,6,1,0,0,212,1
Calle 45,Calle 26,linea_roja,5,6.77,24/01/2025 08:16,8,4,0,0,0,387,0
Calle 45,Calle 26,linea_roja,5,5.3,30/01/2025 04:37,4,3,0,0,1,180,0
Calle 45,Calle 26,linea_roja,5,7.17,20/01/2025 18:24,18,0,0,0,1,183,0
Calle 45,Calle 26,linea_roja,5,6.67,22/01/2025 16:56,16,2,0,0,0,195,0
Calle 45,Calle 26,linea_roja,5,4.82,14/01/2025 01:31,1,1,0,0,0,249,0
Calle 45,Calle 26,linea_roja,5,5.34,07/01/2025 14:41,14,1,0,0,0,54,0
Calle 45,Calle 26,linea_roja,5,4.16,07/01/2025 02:48,2,1,0,0,0,316,0
Calle 45,Calle 26,linea_roja,5,6.63,14/01/2025 18:58,18,1,0,0,0,60,0
Calle 45,Calle 26,linea_roja,5,4.58,04/01/2025 10:06,10,5,1,0,0,225,0
Calle 45,Calle 26,linea_roja,5,5.3,07/01/2025 04:57,4,1,0,0,0,310,0
Calle 45,Calle 26,linea_roja,5,5.67,15/01/2025 21:01,21,2,0,0,1,391,0
Calle 45,Calle 26,linea_roja,5,7.36,26/01/2025 08:01,8,6,1,0,0,337,0
Calle 45,Calle 26,linea_roja,5,5.58,22/01/2025 14:37,14,2,0,0,0,304,0
Calle 45,Calle 26,linea_roja,5,4.78,23/01/2025 11:19,11,3,0,0,0,78,0
Calle 45,Calle 26,linea_roja,5,5.73,01/01/2025 19:01,19,2,0,0,0,396,0
Calle 45,Calle 26,linea_roja,5,5.05,26/01/2025 23:44,23,6,1,0,0,270,0
Calle 45,Calle 26,linea_roja,5,4.82,10/01/2025 03:28,3,4,0,0,0,250,0
Calle 45,Calle 26,linea_roja,5,5.08,28/01/2025 13:27,13,1,0,0,0,134,1
Calle 45,Calle 26,linea_roja,5,4.58,22/01/2025 03:54,3,2,0,0,0,95,0
Calle 45,Calle 26,linea_roja,5,5.05,26/01/2025 12:43,12,6,1,0,0,120,0
Calle 45,Calle 26,linea_roja,5,6.2,08/01/2025 16:04,16,2,0,0,0,400,0
Calle 45,Calle 26,linea_roja,5,5.06,15/01/2025 05:28,5,2,0,0,0,145,0
Calle 45,Calle 26,linea_roja,5,6.58,02/01/2025 16:02,16,3,0,0,0,279,0
Calle 45,Calle 26,linea_roja,5,5.32,23/01/2025 00:01,0,3,0,0,0,87,0
Calle 45,Calle 26,linea_roja,5,6.51,28/01/2025 07:06,7,1,0,0,0,280,0
Calle 45,Calle 26,linea_roja,5,6.63,28/01/2025 07:21,7,1,0,0,0,153,0
Calle 45,Calle 26,linea_roja,5,6.73,04/01/2025 06:07,6,5,1,0,0,128,0
Calle 45,Calle 26,linea_roja,5,7.04,02/01/2025 19:47,19,3,0,0,1,84,0
Calle 45,Calle 26,linea_roja,5,6.58,10/01/2025 16:20,16,4,0,0,0,347,0
Calle 45,Calle 26,linea_roja,5,5.13,21/01/2025 21:42,21,1,0,0,0,113,0
Calle 45,Calle 26,linea_roja,5,6.99,30/01/2025 18:59,18,3,0,0,0,46,0
Calle 45,Calle 26,linea_roja,5,5.1,05/01/2025 14:04,14,6,1,0,0,298,0
Calle 45,Calle 26,linea_roja,5,4.53,17/01/2025 02:34,2,4,0,0,0,298,0
Calle 45,Calle 26,linea_roja,5,5.55,22/01/2025 00:58,0,2,0,0,0,148,1
Calle 45,Calle 26,linea_roja,5,6.23,29/01/2025 16:45,16,2,0,0,0,342,0
Calle 45,Calle 26,linea_roja,5,6.13,22/01/2025 20:26,20,2,0,0,1,349,0
Calle 45,Calle 26,linea_roja,5,5.63,28/01/2025 14:05,14,1,0,0,1,209,0
Calle 45,Calle 26,linea_roja,5,5.17,17/01/2025 10:07,10,4,0,0,0,154,0
Calle 45,Calle 26,linea_roja,5,5.41,28/01/2025 13:39,13,1,0,0,0,107,0
Calle 45,Calle 26,linea_roja,5,4.95,22/01/2025 04:42,4,2,0,0,0,109,0
Calle 45,Calle 26,linea_roja,5,6.21,14/01/2025 19:35,19,1,0,0,0,79,0
Calle 45,Calle 26,linea_roja,5,4.83,19/01/2025 01:00,1,6,1,0,0,227,0
Calle 45,Calle 26,linea_roja,5,5.32,27/01/2025 05:41,5,0,0,0,0,66,0
Calle 45,Calle 26,linea_roja,5,5.38,15/01/2025 14:20,14,2,0,0,0,298,0
Calle 45,Calle 26,linea_roja,5,4.94,23/01/2025 22:08,22,3,0,0,0,168,0
Calle 45,Calle 26,linea_roja,5,4.57,20/01/2025 11:51,11,0,0,0,0,308,0
Calle 45,Calle 26,linea_roja,5,6.16,17/01/2025 18:12,18,4,0,0,0,370,0
Calle 45,Calle 26,linea_roja,5,5.76,20/01/2025 20:18,20,0,0,0,1,381,0
Calle 45,Calle 26,linea_roja,5,4.52,15/01/2025 20:58,20,2,0,0,0,250,0
Calle 45,Calle 26,linea_roja,5,7.24,04/01/2025 09:29,9,5,1,0,0,18,0
Calle 45,Calle 26,linea_roja,5,5.27,22/01/2025 01:41,1,2,0,0,0,306,0
Calle 45,Calle 26,linea_roja,5,4.99,28/01/2025 11:54,11,1,0,0,0,71,0
Calle 45,Calle 26,linea_roja,5,6.7,26/01/2025 19:53,19,6,1,0,1,195,0
Calle 45,Calle 26,linea_roja,5,5.83,26/01/2025 18:45,18,6,1,0,0,62,0
Calle 45,Calle 26,linea_roja,5,5.75,26/01/2025 10:24,10,6,1,0,1,338,0
Calle 45,Calle 26,linea_roja,5,5.63,28/01/2025 21:18,21,1,0,0,1,355,0
Calle 45,Calle 26,linea_roja,5,4.93,25/01/2025 20:15,20,5,1,0,0,45,0
Calle 45,Calle 26,linea_roja,5,6.19,22/01/2025 17:55,17,2,0,0,0,254,0
Calle 45,Calle 26,linea_roja,5,4.41,21/01/2025 01:05,1,1,0,0,0,10,0
Calle 45,Calle 26,linea_roja,5,5.44,13/01/2025 12:43,12,0,0,0,1,344,0
Calle 45,Calle 26,linea_roja,5,5.4,23/01/2025 14:57,14,3,0,0,0,306,0
Calle 45,Calle 26,linea_roja,5,4.83,23/01/2025 10:47,10,3,0,0,0,27,0
Calle 45,Calle 26,linea_roja,5,4.32,15/01/2025 01:38,1,2,0,0,0,25,0
Calle 45,Calle 26,linea_roja,5,6.33,24/01/2025 09:45,9,4,0,0,0,189,0
Calle 45,Calle 26,linea_roja,5,6.99,15/01/2025 07:36,7,2,0,0,0,264,0
Calle 45,Calle 26,linea_roja,5,5.15,22/01/2025 21:28,21,2,0,0,0,264,0
Calle 45,Calle 26,linea_roja,5,6.4,25/01/2025 07:15,7,5,1,0,0,316,0
Calle 45,Calle 26,linea_roja,5,5.84,10/01/2025 11:58,11,4,0,0,0,127,0
Calle 45,Calle 26,linea_roja,5,4.99,03/01/2025 02:36,2,4,0,0,0,194,0
Calle 45,Calle 26,linea_roja,5,5.28,20/01/2025 05:56,5,0,0,0,0,267,0
Calle 45,Calle 26,linea_roja,5,5.73,14/01/2025 23:32,23,1,0,0,1,327,0
Calle 45,Calle 26,linea_roja,5,5.04,24/01/2025 15:32,15,4,0,0,0,267,0
Calle 45,Calle 26,linea_roja,5,5.32,25/01/2025 01:35,1,5,1,0,0,295,0
Calle 45,Calle 26,linea_roja,5,4.66,02/01/2025 03:34,3,3,0,0,0,55,0
Calle 45,Calle 26,linea_roja,5,4.76,24/01/2025 21:39,21,4,0,0,0,66,0
Calle 45,Calle 26,linea_roja,5,4.99,30/01/2025 03:03,3,3,0,0,0,24,0
Calle 45,Calle 26,linea_roja,5,4.72,14/01/2025 22:38,22,1,0,0,0,361,0
Calle 45,Calle 26,linea_roja,5,5.09,18/01/2025 23:24,23,5,1,0,0,272,0
Calle 45,Calle 26,linea_roja,5,4.97,01/01/2025 05:58,5,2,0,0,0,226,0
Calle 45,Calle 26,linea_roja,5,4.77,17/01/2025 11:57,11,4,0,0,0,7,0
Calle 45,Calle 26,linea_roja,5,6.14,14/01/2025 03:42,3,1,0,0,1,330,0
Calle 45,Calle 26,linea_roja,5,5.11,19/01/2025 05:48,5,6,1,0,0,365,0
Calle 45,Calle 26,linea_roja,5,5.39,10/01/2025 03:02,3,4,0,0,0,194,0
Calle 45,Calle 26,linea_roja,5,4.63,05/01/2025 20:30,20,6,1,0,0,331,0
Calle 45,Calle 26,linea_roja,5,5.15,07/01/2025 00:51,0,1,0,0,1,118,0
Calle 45,Calle 26,linea_roja,5,6.91,12/01/2025 07:16,7,6,1,0,0,328,0
Calle 45,Calle 26,linea_roja,5,5.7,13/01/2025 10:50,10,0,0,0,0,146,0
Calle 45,Calle 26,linea_roja,5,7.16,07/01/2025 06:50,6,1,0,0,0,278,0
Calle 45,Calle 26,linea_roja,5,6.61,06/01/2025 16:05,16,0,0,0,0,290,0
Calle 45,Calle 26,linea_roja,5,5.79,14/01/2025 22:52,22,1,0,0,1,381,0
Calle 45,Calle 26,linea_roja,5,4.41,22/01/2025 14:02,14,2,0,0,0,312,0
Calle 45,Calle 26,linea_roja,5,6.76,02/01/2025 16:41,16,3,0,0,0,75,0
Calle 45,Calle 26,linea_roja,5,4.86,24/01/2025 22:58,22,4,0,0,0,364,0
Calle 45,Calle 26,linea_roja,5,5.32,14/01/2025 14:10,14,1,0,0,0,270,0
Calle 45,Calle 26,linea_roja,5,7,27/01/2025 18:22,18,0,0,0,0,129,0
Calle 45,Calle 26,linea_roja,5,5.87,18/01/2025 09:00,9,5,1,0,0,357,0
Calle 45,Calle 26,linea_roja,5,5.18,26/01/2025 15:14,15,6,1,0,0,292,0
Calle 45,Calle 26,linea_roja,5,6.13,24/01/2025 18:32,18,4,0,0,0,261,0
Calle 45,Calle 26,linea_roja,5,5.21,27/01/2025 21:39,21,0,0,0,0,318,0
Calle 45,Calle 26,linea_roja,5,5.18,15/01/2025 00:32,0,2,0,0,1,335,0
Calle 45,Calle 26,linea_roja,5,4.46,13/01/2025 23:29,23,0,0,0,0,155,0
Calle 45,Calle 26,linea_roja,5,6.75,24/01/2025 07:18,7,4,0,0,0,63,0
Calle 45,Calle 26,linea_roja,5,4.66,06/01/2025 11:23,11,0,0,0,0,360,0
Calle 45,Calle 26,linea_roja,5,5.03,14/01/2025 05:08,5,1,0,0,0,29,0
Calle 45,Calle 26,linea_roja,5,4.93,08/01/2025 05:30,5,2,0,0,0,273,0
Calle 45,Calle 26,linea_roja,5,5.81,20/01/2025 22:18,22,0,0,0,0,89,0
Calle 45,Calle 26,linea_roja,5,4.96,18/01/2025 02:49,2,5,1,0,0,293,0
Calle 45,Calle 26,linea_roja,5,7.03,23/01/2025 08:42,8,3,0,0,0,259,0
Calle 45,Calle 26,linea_roja,5,4.44,13/01/2025 02:58,2,0,0,0,0,370,0
Calle 45,Calle 26,linea_roja,5,6.36,02/01/2025 08:43,8,3,0,0,0,135,0
Calle 45,Calle 26,linea_roja,5,6.71,08/01/2025 08:06,8,2,0,0,0,384,0
Calle 45,Calle 26,linea_roja,5,4.8,24/01/2025 12:04,12,4,0,0,0,369,0
Calle 45,Calle 26,linea_roja,5,4.92,15/01/2025 05:11,5,2,0,0,0,126,0
Calle 45,Calle 26,linea_roja,5,5.55,07/01/2025 12:02,12,1,0,0,0,54,0
Calle 45,Calle 26,linea_roja,5,6.46,14/01/2025 07:28,7,1,0,0,1,159,0
Calle 45,Calle 26,linea_roja,5,5.17,23/01/2025 12:03,12,3,0,0,0,60,0
Calle 45,Calle 26,linea_roja,5,7.32,20/01/2025 16:11,16,0,0,0,0,189,0
Calle 45,Calle 26,linea_roja,5,4.64,08/01/2025 23:55,23,2,0,0,0,349,0
Calle 45,Calle 26,linea_roja,5,7.38,03/01/2025 18:33,18,4,0,0,0,62,0
Calle 45,Calle 26,linea_roja,5,4.36,04/01/2025 20:32,20,5,1,0,0,248,0
Calle 45,Calle 26,linea_roja,5,5.24,01/01/2025 20:45,20,2,0,0,0,118,0
Calle 45,Calle 26,linea_roja,5,6.69,05/01/2025 06:43,6,6,1,0,0,356,0
Calle 45,Calle 26,linea_roja,5,5.62,13/01/2025 13:29,13,0,0,0,0,15,0
Calle 45,Calle 26,linea_roja,5,5.33,05/01/2025 20:17,20,6,1,0,0,95,0
Calle 45,Calle 26,linea_roja,5,5.19,07/01/2025 10:23,10,1,0,0,0,107,0
Calle 45,Calle 26,linea_roja,5,6.69,05/01/2025 08:22,8,6,1,0,0,99,0
Calle 45,Calle 26,linea_roja,5,6.39,09/01/2025 08:36,8,3,0,0,0,316,0
Calle 45,Calle 26,linea_roja,5,4.46,28/01/2025 05:44,5,1,0,0,0,310,0
Calle 45,Calle 26,linea_roja,5,5.53,27/01/2025 22:34,22,0,0,0,0,12,0
Calle 45,Calle 26,linea_roja,5,5.37,22/01/2025 20:11,20,2,0,0,0,23,0
Calle 45,Calle 26,linea_roja,5,4.77,17/01/2025 21:10,21,4,0,0,0,354,0
Calle 45,Calle 26,linea_roja,5,5.31,14/01/2025 00:44,0,1,0,0,0,170,0
Calle 45,Calle 26,linea_roja,5,4.55,11/01/2025 22:45,22,5,1,0,0,362,0
Calle 45,Calle 26,linea_roja,5,5.23,02/01/2025 10:03,10,3,0,0,0,16,0
Calle 45,Calle 26,linea_roja,5,4.94,28/01/2025 23:10,23,1,0,0,0,335,0
Calle 45,Calle 26,linea_roja,5,5.83,22/01/2025 18:30,18,2,0,0,0,43,0
Calle 45,Calle 26,linea_roja,5,6.06,11/01/2025 08:52,8,5,1,0,0,137,0
Calle 45,Calle 26,linea_roja,5,5.17,25/01/2025 15:26,15,5,1,0,0,219,0
Calle 45,Calle 26,linea_roja,5,4.88,11/01/2025 03:21,3,5,1,0,0,221,0
Calle 45,Calle 26,linea_roja,5,5.38,06/01/2025 05:41,5,0,0,0,1,376,0
Calle 45,Calle 26,linea_roja,5,6.08,18/01/2025 19:14,19,5,1,0,0,310,0
Calle 45,Calle 26,linea_roja,5,6.61,27/01/2025 06:28,6,0,0,0,0,390,0
Calle 45,Calle 26,linea_roja,5,4.45,14/01/2025 03:58,3,1,0,0,0,378,0
Calle 45,Calle 26,linea_roja,5,6.23,16/01/2025 06:36,6,3,0,0,0,192,0
Calle 45,Calle 26,linea_roja,5,4.35,06/01/2025 00:44,0,0,0,0,0,31,0
Calle 45,Calle 26,linea_roja,5,5.06,30/01/2025 14:43,14,3,0,0,0,18,0
Calle 45,Calle 26,linea_roja,5,4.6,04/01/2025 23:34,23,5,1,0,0,255,0
Calle 45,Calle 26,linea_roja,5,4.62,04/01/2025 12:40,12,5,1,0,0,167,0
Calle 45,Calle 26,linea_roja,5,5.3,15/01/2025 04:27,4,2,0,0,0,375,0
Calle 45,Calle 26,linea_roja,5,6.5,14/01/2025 16:49,16,1,0,0,0,177,0
Calle 45,Calle 26,linea_roja,5,4.8,05/01/2025 15:49,15,6,1,0,0,139,0
Calle 45,Calle 26,linea_roja,5,4.61,01/01/2025 23:15,23,2,0,0,0,191,0
Calle 45,Calle 26,linea_roja,5,7.06,05/01/2025 17:58,17,6,1,0,0,377,0
Calle 45,Calle 26,linea_roja,5,5.08,27/01/2025 01:06,1,0,0,0,0,354,0
Calle 45,Calle 26,linea_roja,5,6.36,16/01/2025 18:46,18,3,0,0,0,128,0
Calle 26,Universidades,linea_roja,4,5.16,27/01/2025 18:19,18,0,0,0,0,133,0
Calle 26,Universidades,linea_roja,4,3.78,30/01/2025 13:02,13,3,0,0,0,206,0
Calle 26,Universidades,linea_roja,4,3.58,29/01/2025 05:20,5,2,0,0,0,90,0
Calle 26,Universidades,linea_roja,4,3.92,06/01/2025 14:26,14,0,0,0,0,323,0
Calle 26,Universidades,linea_roja,4,3.83,30/01/2025 12:34,12,3,0,0,0,357,0
Calle 26,Universidades,linea_roja,4,4.81,16/01/2025 16:09,16,3,0,0,0,388,0
Calle 26,Universidades,linea_roja,4,4.53,24/01/2025 02:36,2,4,0,0,0,273,0
Calle 26,Universidades,linea_roja,4,4.01,01/01/2025 23:48,23,2,0,0,0,368,1
Calle 26,Universidades,linea_roja,4,3.67,12/01/2025 02:23,2,6,1,0,0,110,0
Calle 26,Universidades,linea_roja,4,3.73,20/01/2025 10:00,10,0,0,0,0,154,0
Calle 26,Universidades,linea_roja,4,3.94,08/01/2025 04:12,4,2,0,0,0,363,0
Calle 26,Universidades,linea_roja,4,4.53,19/01/2025 05:58,5,6,1,0,0,287,1
Calle 26,Universidades,linea_roja,4,3.65,22/01/2025 15:36,15,2,0,0,0,110,0
Calle 26,Universidades,linea_roja,4,4.32,05/01/2025 23:54,23,6,1,0,0,23,0
Calle 26,Universidades,linea_roja,4,4.22,12/01/2025 03:16,3,6,1,0,0,130,0
Calle 26,Universidades,linea_roja,4,5.17,18/01/2025 06:07,6,5,1,0,0,20,0
Calle 26,Universidades,linea_roja,4,4.57,30/01/2025 21:32,21,3,0,0,0,354,0
Calle 26,Universidades,linea_roja,4,5.09,18/01/2025 06:05,6,5,1,0,0,102,0
Calle 26,Universidades,linea_roja,4,3.78,16/01/2025 11:42,11,3,0,0,0,234,0
Calle 26,Universidades,linea_roja,4,3.9,29/01/2025 02:30,2,2,0,0,0,113,0
Calle 26,Universidades,linea_roja,4,5.8,14/01/2025 17:45,17,1,0,0,0,9,1
Calle 26,Universidades,linea_roja,4,3.73,16/01/2025 10:16,10,3,0,0,0,257,0
Calle 26,Universidades,linea_roja,4,4.38,08/01/2025 03:36,3,2,0,0,0,391,0
Calle 26,Universidades,linea_roja,4,3.74,17/01/2025 11:54,11,4,0,0,0,326,0
Calle 26,Universidades,linea_roja,4,3.74,18/01/2025 15:31,15,5,1,0,0,41,0
Calle 26,Universidades,linea_roja,4,3.69,03/01/2025 02:08,2,4,0,0,0,220,0
Calle 26,Universidades,linea_roja,4,5.21,09/01/2025 06:24,6,3,0,0,0,22,0
Calle 26,Universidades,linea_roja,4,4.08,24/01/2025 01:23,1,4,0,0,0,243,0
Calle 26,Universidades,linea_roja,4,3.8,16/01/2025 15:24,15,3,0,0,0,83,0
Calle 26,Universidades,linea_roja,4,4.04,06/01/2025 10:22,10,0,0,0,0,355,0
Calle 26,Universidades,linea_roja,4,5.15,30/01/2025 19:17,19,3,0,0,0,21,0
Calle 26,Universidades,linea_roja,4,4.25,04/01/2025 01:28,1,5,1,0,0,27,0
Calle 26,Universidades,linea_roja,4,4.53,21/01/2025 19:06,19,1,0,0,0,21,0
Calle 26,Universidades,linea_roja,4,3.92,12/01/2025 21:51,21,6,1,0,0,253,0
Calle 26,Universidades,linea_roja,4,3.8,14/01/2025 01:35,1,1,0,0,0,302,0
Calle 26,Universidades,linea_roja,4,4.09,01/01/2025 15:44,15,2,0,0,0,83,0
Calle 26,Universidades,linea_roja,4,4.01,26/01/2025 01:37,1,6,1,0,0,29,0
Calle 26,Universidades,linea_roja,4,4.29,11/01/2025 12:01,12,5,1,0,0,228,0
Calle 26,Universidades,linea_roja,4,4.11,20/01/2025 14:17,14,0,0,0,0,42,0
Calle 26,Universidades,linea_roja,4,4.39,02/01/2025 14:15,14,3,0,0,0,205,0
Calle 26,Universidades,linea_roja,4,5.63,12/01/2025 16:49,16,6,1,0,0,185,0
Calle 26,Universidades,linea_roja,4,3.86,08/01/2025 00:24,0,2,0,0,0,181,0
Calle 26,Universidades,linea_roja,4,3.64,25/01/2025 23:36,23,5,1,0,0,164,0
Calle 26,Universidades,linea_roja,4,4.9,29/01/2025 17:45,17,2,0,0,0,205,0
Calle 26,Universidades,linea_roja,4,4.46,24/01/2025 13:37,13,4,0,0,0,367,0
Calle 26,Universidades,linea_roja,4,3.64,27/01/2025 11:47,11,0,0,0,0,47,0
Calle 26,Universidades,linea_roja,4,4.47,03/01/2025 02:36,2,4,0,0,0,151,0
Calle 26,Universidades,linea_roja,4,5.77,08/01/2025 06:48,6,2,0,0,0,24,0
Calle 26,Universidades,linea_roja,4,4.26,31/01/2025 00:56,0,4,0,0,0,399,0
Calle 26,Universidades,linea_roja,4,3.87,05/01/2025 22:45,22,6,1,0,0,351,0
Calle 26,Universidades,linea_roja,4,3.65,11/01/2025 20:00,20,5,1,0,0,349,0
Calle 26,Universidades,linea_roja,4,3.56,16/01/2025 02:31,2,3,0,0,0,165,0
Calle 26,Universidades,linea_roja,4,3.94,07/01/2025 05:33,5,1,0,0,0,123,0
Calle 26,Universidades,linea_roja,4,3.79,18/01/2025 13:51,13,5,1,0,0,33,0
Calle 26,Universidades,linea_roja,4,5.04,15/01/2025 17:19,17,2,0,0,0,341,0
Calle 26,Universidades,linea_roja,4,3.86,11/01/2025 14:39,14,5,1,0,0,322,0
Calle 26,Universidades,linea_roja,4,4.65,09/01/2025 19:42,19,3,0,0,0,159,1
Calle 26,Universidades,linea_roja,4,3.74,10/01/2025 15:47,15,4,0,0,0,75,0
Calle 26,Universidades,linea_roja,4,5.73,27/01/2025 18:58,18,0,0,0,0,206,0
Calle 26,Universidades,linea_roja,4,4.41,29/01/2025 22:56,22,2,0,0,1,392,0
Calle 26,Universidades,linea_roja,4,4.18,30/01/2025 22:18,22,3,0,0,0,53,0
Calle 26,Universidades,linea_roja,4,5.09,23/01/2025 18:35,18,3,0,0,0,181,0
Calle 26,Universidades,linea_roja,4,4.08,24/01/2025 11:05,11,4,0,0,1,189,0
Calle 26,Universidades,linea_roja,4,4.08,02/01/2025 04:11,4,3,0,0,0,45,0
Calle 26,Universidades,linea_roja,4,4.14,12/01/2025 12:20,12,6,1,0,0,263,0
Calle 26,Universidades,linea_roja,4,3.87,01/01/2025 05:57,5,2,0,0,0,80,0
Calle 26,Universidades,linea_roja,4,4.28,21/01/2025 20:10,20,1,0,0,0,334,1
Calle 26,Universidades,linea_roja,4,4.48,14/01/2025 17:20,17,1,0,0,0,320,0
Calle 26,Universidades,linea_roja,4,3.99,28/01/2025 12:12,12,1,0,0,0,180,0
Calle 26,Universidades,linea_roja,4,5.19,30/01/2025 07:46,7,3,0,0,0,223,0
Calle 26,Universidades,linea_roja,4,4.07,10/01/2025 14:08,14,4,0,0,0,244,0
Calle 26,Universidades,linea_roja,4,5.35,21/01/2025 18:19,18,1,0,0,0,394,0
Calle 26,Universidades,linea_roja,4,5.21,11/01/2025 17:13,17,5,1,0,0,300,0
Calle 26,Universidades,linea_roja,4,4.69,27/01/2025 18:53,18,0,0,0,0,398,0
Calle 26,Universidades,linea_roja,4,5.62,08/01/2025 07:50,7,2,0,0,0,364,0
Calle 26,Universidades,linea_roja,4,3.68,12/01/2025 02:08,2,6,1,0,0,261,0
Calle 26,Universidades,linea_roja,4,3.91,07/01/2025 15:55,15,1,0,0,0,228,0
Calle 26,Universidades,linea_roja,4,4.33,01/01/2025 12:46,12,2,0,0,0,15,0
Calle 26,Universidades,linea_roja,4,3.35,22/01/2025 10:05,10,2,0,0,0,304,0
Calle 26,Universidades,linea_roja,4,3.72,09/01/2025 14:58,14,3,0,0,0,366,1
Calle 26,Universidades,linea_roja,4,4.41,21/01/2025 05:52,5,1,0,0,0,293,0
Calle 26,Universidades,linea_roja,4,4.28,26/01/2025 15:33,15,6,1,0,0,81,0
Calle 26,Universidades,linea_roja,4,4.81,09/01/2025 03:09,3,3,0,0,1,146,0
Calle 26,Universidades,linea_roja,4,4.09,23/01/2025 00:10,0,3,0,0,0,349,0
Calle 26,Universidades,linea_roja,4,4.32,26/01/2025 14:53,14,6,1,0,0,277,0
Calle 26,Universidades,linea_roja,4,4.01,03/01/2025 22:31,22,4,0,0,0,278,0
Calle 26,Universidades,linea_roja,4,3.75,18/01/2025 00:37,0,5,1,0,0,332,0
Calle 26,Universidades,linea_roja,4,5.18,10/01/2025 18:40,18,4,0,0,0,142,0
Calle 26,Universidades,linea_roja,4,4.7,22/01/2025 10:26,10,2,0,0,1,314,0
Calle 26,Universidades,linea_roja,4,3.69,27/01/2025 21:07,21,0,0,0,0,102,0
Calle 26,Universidades,linea_roja,4,4.05,25/01/2025 02:32,2,5,1,0,0,161,0
Calle 26,Universidades,linea_roja,4,3.57,27/01/2025 03:36,3,0,0,0,0,53,0
Calle 26,Universidades,linea_roja,4,4.12,24/01/2025 20:38,20,4,0,0,0,129,0
Calle 26,Universidades,linea_roja,4,4.81,01/01/2025 07:19,7,2,0,0,0,268,0
Calle 26,Universidades,linea_roja,4,4.16,01/01/2025 23:33,23,2,0,0,0,350,0
Calle 26,Universidades,linea_roja,4,4.97,01/01/2025 08:55,8,2,0,0,0,298,0
Calle 26,Universidades,linea_roja,4,3.82,13/01/2025 23:00,23,0,0,0,0,44,0
Calle 26,Universidades,linea_roja,4,4.31,11/01/2025 15:20,15,5,1,0,0,43,0
Calle 26,Universidades,linea_roja,4,4.16,02/01/2025 14:45,14,3,0,0,0,315,0
Calle 26,Universidades,linea_roja,4,5.5,17/01/2025 16:01,16,4,0,0,0,5,0
Calle 26,Universidades,linea_roja,4,3.94,20/01/2025 14:06,14,0,0,0,0,6,0
Calle 26,Universidades,linea_roja,4,5.4,28/01/2025 17:16,17,1,0,0,0,31,0
Calle 26,Universidades,linea_roja,4,3.99,22/01/2025 23:05,23,2,0,0,0,253,0
Calle 26,Universidades,linea_roja,4,3.75,04/01/2025 10:13,10,5,1,0,0,239,0
Calle 26,Universidades,linea_roja,4,4.02,24/01/2025 00:50,0,4,0,0,0,167,0
Calle 26,Universidades,linea_roja,4,4.53,03/01/2025 01:51,1,4,0,0,0,321,0
Calle 26,Universidades,linea_roja,4,3.97,16/01/2025 00:35,0,3,0,0,0,48,0
Calle 26,Universidades,linea_roja,4,3.64,22/01/2025 13:19,13,2,0,0,0,151,0
Calle 26,Universidades,linea_roja,4,3.87,14/01/2025 02:25,2,1,0,0,0,392,0
Calle 26,Universidades,linea_roja,4,4.17,23/01/2025 12:48,12,3,0,0,0,276,0
Calle 26,Universidades,linea_roja,4,4.27,25/01/2025 10:01,10,5,1,0,0,301,0
Calle 26,Universidades,linea_roja,4,3.76,11/01/2025 20:28,20,5,1,0,0,376,0
Calle 26,Universidades,linea_roja,4,3.85,24/01/2025 13:24,13,4,0,0,0,176,0
Calle 26,Universidades,linea_roja,4,5.04,24/01/2025 06:48,6,4,0,0,0,399,0
Calle 26,Universidades,linea_roja,4,5.31,27/01/2025 06:21,6,0,0,0,0,394,0
Calle 26,Universidades,linea_roja,4,4.57,12/01/2025 14:28,14,6,1,0,0,110,0
Calle 26,Universidades,linea_roja,4,4.03,08/01/2025 14:17,14,2,0,0,0,259,0
Calle 26,Universidades,linea_roja,4,3.97,18/01/2025 13:40,13,5,1,0,0,343,0
Calle 26,Universidades,linea_roja,4,5.27,28/01/2025 06:13,6,1,0,0,0,368,0
Calle 26,Universidades,linea_roja,4,4.18,27/01/2025 22:29,22,0,0,0,0,241,0
Calle 26,Universidades,linea_roja,4,5.09,03/01/2025 07:50,7,4,0,0,0,121,0
Calle 26,Universidades,linea_roja,4,6.15,06/01/2025 16:36,16,0,0,0,0,287,0
Calle 26,Universidades,linea_roja,4,3.69,14/01/2025 15:18,15,1,0,0,0,32,0
Calle 26,Universidades,linea_roja,4,5.43,17/01/2025 07:40,7,4,0,0,0,6,0
Calle 26,Universidades,linea_roja,4,4.54,26/01/2025 02:51,2,6,1,0,0,166,1
Calle 26,Universidades,linea_roja,4,4.25,01/01/2025 13:30,13,2,0,0,0,333,0
Calle 26,Universidades,linea_roja,4,4.83,24/01/2025 23:08,23,4,0,0,0,261,0
Calle 26,Universidades,linea_roja,4,4.06,29/01/2025 04:28,4,2,0,0,0,311,0
